Index,Text,Score
8731,(I paid $18,0
8732,99 for it,0
8733,") It's short, sweet, and to the point",1
8734,"No over the top examples, just plain, informative, wonderful lessons",0
8735,"If you have the attention span of a gnat, this isn't for you",0
8736,"This is only beneficial for those that really want to learn, and are dedicated to sitting down and fully immersing themselves in it",0
8737,Thanks for making this!,1
8738,This was a text book,0
8739,Not an easy read,-1
8740,It was not what I was looking for,-1
8741,"I like this program, I am able to learn at my own pace",1
8742,Like the Microsoft Office 2013 & 2010 video instructions,1
8743,Recommend,1
8744,"Very helpful information, well worth the cost",1
8745,Great resource and easy to use,1
8746,If your an advanced Microsoft user this isn't for you,0
8747,Good! Thank you!,1
8748,very satisfied,1
8749,Great Product,1
8750,Have not had much time to actually use it,0
8751,"BUt when I have, I liked it",1
8752,Very good,1
8753,I have been using this for a few days,0
8754,It has some nice features over Visio but with simplicity of use comes some loss of flexibility,1
8755,What really struck me is all of the 5 star reviews (every one of them) where none of the reviewers show an actual amazon purchase of this product,0
8756,Dig deeper and you find that 99% of those reviewers have only reviewed this product or maybe one other item,0
8757,Smells like shill reviews to me,0
8758,I started using SmartDraw less than a month ago,0
8759,I have been an avid Visio developer for the past 10 years,0
8760,I tried SmartDraw because the version of Visio was making me work to hard to get the professional looking results I want for my presentations,0
8761,I used my first SmartDraw PowerPoint a few weeks ago and both my client and my boss were amazed at the quality and clarity of the presentation,0
8762,"In fact, I am still getting requests for information on how I created the Slides",0
8763,I am extremely happy with SmartDraw & am a 100% convert,1
8764,"At work, I just got Visio 2010 on my work computer",0
8765,I have been working with it for a few days and it is still not up to the caliber of SmartDraw,0
8766,"Great software SmartDraw,

WHS
Arlington, VA",1
8767,I'm a business standardizing processes from the sales process to employee evaluations,0
8768,The flow charts portion of SmartDraw is phenomenal! The mind mapping tools are great,0
8769,"There are so many tools that smartdraw offers in one product: Forms, Org Charts, Gantt Charts",0
8770,The template library is an excellent resource as well for those projects that you don't want to start from scratch,1
8771,Tech support has been great,1
8772,I couldn't be more satisfied,1
8773,It's fantastic!!,1
8774,I just downloaded the new version,0
8775,I had to create a legal entity organization chart for my company from scratch,0
8776,"We have about 60 corporations, partnerships and disregarded entities",0
8777,"I was able to whip the chart out in about an hour and one-half, color code it, then seamlessly drop pieces of it into PowerPoint",0
8778,The enhanced PowerPoint tools make it even easier than before,0
8779,SmartDraw VP really is different than anything else out there,0
8780,"It automatically formats your visuals, and knows how to do them correctly so they look good even if you have never made one before",0
8781,They call it a visual processor because it is different than traditional graphics software like MS Visio,0
8782,I would recommend it to anyone,1
8783,I started using SmartDraw with version 6,0
8784,"Primarily for space planning, visual presentations of building diagrams, etc",0
8785,"I continue using more and more features all the time - it is an invaluable tool for business planning, org charts, and my current favorite - mind maps",0
8786,I'm so glad I dumped Vizio and moved light years ahead,1
8787,"This program is actually easier to use with Word, Excel and Powerpoint",1
8788,Best $200 I've spent in a long time,0
8789,"I've been using SmartDraw for over 12 years, and without a doubt this new edition is the easiest-to-use yet most powerful software program I've ever used",0
8790,"The visual processor analogy (SmartDraw, the world's first visual processor, is to visuals what a word processor is to text) really makes sense once you use this software",0
8791,It really helps to do what we all want to do - communicate with visuals in our everyday life,1
8792,"You can make process charts (flow charts) to better manage processes, Gantt charts to manage projects, mind maps to brainstorm and organize thoughts, to-do lists, almost anything",0
8793,It has great starter templates and thousands of examples,1
8794,"Whenever I'm not sure what kind of visual to use, or how to communicate something, I browse the many categories and almost always find something that perfectly fits what I'm trying to accomplish",0
8795,"SmartDraw is super intuitive, and so automated it's simply amazing",0
8796,I have been a user of SmartDraw since the VP edition and have watched it evolve up (including the 2012 edition)through the current CI edition,0
8797,This is one of the most amazing software products that I have ever used--hands down,1
